1747729226, 1478801505, 1479130578,  538196543, 1208577290,  270791013,
1074171858, 1613304694, 1208242006, 1880161561,  405642729, 1075967041,
 134594963,    3498403, 2014189411, 1342177408,  671523867,  405097912,
1344022059,  674094652, 1478363107, 1879808820,  674046184,  135257222,
1745781747,    4249018,  672595040,  672655801, 1342654332, 1747301840,
 807668566,  941378473, 1343565134, 1208114829, 1745541278,  672023866,
1747609136,  268778341, 1881500612,  805495300,  268750331,  940946230,
 672029587, 1879257787, 1343717105,  807223330, 1210202921,   14696131,
1075620225, 1478085022,     281382, 1744865725, 2015191626, 1076450614,
    854974, 1746462718, 1209396350, 1611375676, 2014450201, 1747313080,
 405673986, 1342707855, 1879655346, 1745769646, 2016037928,  269441379,
1210275675,    2585582,  539592410, 1479066544,  270368634,    9120584,
 270562394,  538751910, 1208469159,  537981584,  539727935,  941801881,
1209231245,  539295116,    1684914,  671119815,  940162956, 1477712676,
   1214216, 1476597313,  135975713,  135262669,  270224232,  673577996,
 538522179, 1477527745, 1610981400, 1613071155, 1880377832, 1611121980,
 136151458, 1881233192,  539649516, 1880429694,  806548748, 2014899535,
1745758278,  537909728,  805540737, 1476680706, 2014979165, 1209235971,
 403864125, 1478607879, 1881973326, 1343633887,    2513333, 1209944253,
 136426459,  404730814,  269805986,     175424, 1479214659, 1344937052,
 942002988,  673173596, 2013654023,  538223792,  402789348,  672263238,
 136867352, 1747590571,  271450530, 1075587680,    1100141,    2154284,
1745189187,  941454842, 2015935859, 1880397840,  405610924,    2983543,
1880085344, 1881594741, 1343637081,  941434963, 1745126376, 1476584521,
 537918816, 1343197605,    1172617,  672744596, 1881175372,  807734804,
 673326868, 1745969696,     794558,    6346864, 1345080892,  136563650,
 671425575, 1343721133,  405650262, 1611757609,  136121229, 1075025032,
1075109172,    2588980, 1208347629, 1076493348, 1610893335, 1747729418,
1343218797,    3018619,  537093271,  671578204, 1880175660, 2015885289,
   1936372,  940359230, 1478953245,  941455987, 1478133675, 1879159186,
 268516854, 1076792742,  940980768,  806512925, 1746415196, 1746594465,
 942231791,  271220724,  136705330, 1747841780,  271000275, 1076229274,
1476957318,    2199892,  269673451,  268863671, 1477081840, 1343086848,
1477286533, 1612771622, 2015965817,    2276038, 1612209519,  538480568,
1880826637,  672853122,    7020264, 1745093946,  134439797,  404478931,
 537360181, 1344204423,  807774596,   15422403,  404197743,     259195,
 539258396, 1075521817, 1610823227, 2014633078,    2887193, 1745852406,
 806612820,    2127207,  403230228,  134703806,  940081993,    3014911,
1342903776,    4910024, 1073811460,  539222638,   11195963,  673825587,
1612653980,  137048761,  537687749, 1208702480, 1880578696,  672642078,
 404059111, 1613447869,  807417391, 1208544776, 1611276549,  806204939,
1611633773,  807855557, 1611216436,  941691995,  807505793,  270582474,
 672496590, 1073980370, 1613482947, 1879370361,  136763239,     628717,
1746349548,  808259556, 1075848030,  807211737,    1587981, 1612213008,
 137171358,  403066051,  673639898, 1074739621, 1612631411,  941417668,
 673634376,  539764475,  805474862, 1208442242, 1076144256,  536911445,
 404664663,  137134651, 2013354261, 1612995255,  268501433, 1343945590,
    688076,     923810,  940154114,  136046137, 2014496304,  136803515,
 402799852,  673446342,  808072077,    1336542,  403938458, 1746293870,
1879513471,   14720079, 1612392976,  671557438,  805882700, 1610716850,
 405451870,  134859241, 1209151183, 1074492599,  539818495, 1611392416,
    972125, 1745810618,    1314150,  135109024,  939958686,  271335213,
1478375515, 2014517240,  805855950, 1476714548,  671870108,  805442134,
2015041836,  405552072, 1478614437,  940465265, 1074079416,  539847197,
1209043323, 1209601755,  941508919,  807377022, 1612522609, 1613384044,
   1635085,  807095943, 2015982393,  269041534, 1478404591, 1075370099,
 807102720, 1210858982,  806368219, 1343872444,  806842496, 1343105882,
1074961895, 2015347779,  537873206,  537001082, 1476754841,  808231645,
1208076018, 1611622524, 2015019134,  940097125,  807417709,  941494219,
1343375306,  270673417, 1075174799,  672179991,  538956140, 1478999638,
1612853542, 1075839640, 1477038578, 1343675878, 1744870961,  404279667,
1879969374,  807515946,      16352,  404152949,  536873374, 1881320068,
1746415453, 2016138374,  808000987, 1612264333, 2015111679, 1879401435,
 269491497,  137098675,  672214920,  537101642,  135139242, 1477080443,
1476415879, 2014344418,  135823437, 2014721929, 1478379460, 2015868902,
1746704262,  136088478,  671494948,  806074589,  136767256, 1879284646,
1479142187,  672822972, 1210447186, 1611172928,  538923579, 1745835178,
2016101583,    8455274,  942180934, 1745071735, 1613008416, 1076684692,
 404398949,  939539864, 1342214206, 1209088779, 1881322094,  940162730,
 941271772,  403297164, 1879054465,  940111770, 1880584512, 1478432297,
 941629947,  537710326, 1879817404,  404389874,  271153669, 1879556732,
2016261839,  671170435,  404563597, 1076239567,    3012938, 1745417892,
 538488667,    1049670, 2015440431, 1343749827,  942032343, 2013644836,
 539100358, 1881525143, 2014515176, 1612270053,  939960884,  807915593,
